account_id,customer_id,tenure_months,num_referrals,has_internet_service,internet_type,has_unlimited_data,has_phone_service,has_multiple_lines,has_premium_tech_support,has_online_security,has_online_backup,has_device_protection,contract_type,paperless_billing,payment_method,account_id,avg_long_distance_fee_monthly,total_long_distance_fee,avg_gb_download_monthly,stream_tv,stream_movie,stream_music,total_monthly_fee,total_charges_quarter,total_refunds,customer_id,customer_status,churn_label,churn_category,churn_reason,customer_id,gender,age,senior_citizen,married,num_dependents,zip_code,area_id,zip_code,city_name,latitude,longitude,population
MWUP-JDDXR,1374-DMZUI,4,0,Yes,"Fiber Optic",Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,"Bank Withdrawal",MWUP-JDDXR,49.5,198,23,Yes,Yes,Yes,94.3,424.45,0,1374-DMZUI,Churned,Yes,Competitor,"Competitor made better offer",1374-DMZUI,Female,65,Yes,No,0,94583,982,94583,"San Ramon",37.7666,-121.977,44078
MXLV-VGTCS,4138-NAXED,51,0,Yes,"Fiber Optic",No,Yes,Yes,No,No,Yes,No,Month-to-Month,No,"Bank Withdrawal",MXLV-VGTCS,42.93,2189.43,11,No,No,No,81,4085.75,0,4138-NAXED,Stayed,No,NULL,NULL,4138-NAXED,Male,54,No,No,0,92252,403,92252,"Joshua Tree",34.1672,-116.282,8141
MXPL-VEQSX,3580-REOAC,10,0,Yes,DSL,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,"Credit Card",MXPL-VEQSX,49.58,495.8,17,No,No,No,44.85,435.4,0,3580-REOAC,Churned,Yes,Competitor,"Competitor made better offer",3580-REOAC,Male,34,No,No,0,92122,370,92122,"San Diego",32.8572,-117.21,34902
MXTN-UXRGK,2957-JIRMN,62,0,Yes,"Fiber Optic",Yes,Yes,Yes,No,No,No,No,"One Year",No,"Bank Withdrawal",MXTN-UXRGK,19.52,1210.24,3,Yes,No,No,84.45,4959.15,0,2957-JIRMN,Stayed,No,NULL,NULL,2957-JIRMN,Female,69,Yes,No,0,94591,989,94591,Vallejo,38.1057,-122.186,51665
MXUD-EKKXR,1850-AKQEP,8,0,No,None,No,Yes,No,No,No,No,No,Month-to-Month,No,"Credit Card",MXUD-EKKXR,14.37,114.96,0,No,No,No,20.35,178.7,0,1850-AKQEP,Stayed,No,NULL,NULL,1850-AKQEP,Male,61,No,No,1,95064,1087,95064,"Santa Cruz",37.0079,-122.066,4563
MXXU-ZFGQY,0788-DXBFY,58,3,No,None,No,Yes,No,No,No,No,No,"One Year",Yes,"Bank Withdrawal",MXXU-ZFGQY,27.93,1619.94,0,No,No,No,19.55,1108.8,0,0788-DXBFY,Stayed,No,NULL,NULL,0788-DXBFY,Male,54,No,Yes,0,92780,569,92780,Tustin,33.7358,-117.819,55062
MYBI-AIMUM,1813-JYWTO,72,4,Yes,"Fiber Optic",No,Yes,Yes,No,Yes,No,No,"Two Year",No,"Bank Withdrawal",MYBI-AIMUM,6.23,448.56,27,No,No,No,80.45,5737.6,0,1813-JYWTO,Stayed,No,NULL,NULL,1813-JYWTO,Female,59,No,Yes,0,93461,730,93461,Shandon,35.6345,-120.294,1255
MYKZ-CYKSW,3318-NMQXL,3,0,Yes,"Fiber Optic",Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,"Bank Withdrawal",MYKZ-CYKSW,15.6,46.8,9,Yes,Yes,Yes,92,266.8,0,3318-NMQXL,Joined,No,NULL,NULL,3318-NMQXL,Male,58,No,No,0,91731,250,91731,"El Monte",34.0799,-118.047,30211
MZQJ-OSZKJ,0096-BXERS,6,10,Yes,Cable,Yes,Yes,Yes,No,No,No,No,Month-to-Month,No,"Bank Withdrawal",MZQJ-OSZKJ,42.66,255.96,85,No,No,No,50.35,314.55,0,0096-BXERS,Stayed,No,NULL,NULL,0096-BXERS,Female,30,No,Yes,0,94937,1036,94937,Inverness,38.0993,-122.946,1004
NADW-ZWPAX,0876-WDUUZ,5,0,Yes,"Fiber Optic",Yes,Yes,No,Yes,No,No,No,Month-to-Month,Yes,"Credit Card",NADW-ZWPAX,43.51,217.55,17,No,Yes,Yes,85.4,425.9,0,0876-WDUUZ,Churned,Yes,Price,"Long distance charges",0876-WDUUZ,Female,62,No,No,0,95665,1378,95665,"Pine Grove",38.4003,-120.641,4354
NAFE-YCZJM,1980-KXVPM,3,0,Yes,"Fiber Optic",Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,"Credit Card",NAFE-YCZJM,23.82,71.46,30,No,No,No,75.05,256.25,0,1980-KXVPM,Churned,Yes,Competitor,"Competitor had better devices",1980-KXVPM,Female,68,Yes,No,0,92243,399,92243,"El Centro",32.7704,-115.609,43712
NAWT-IESTQ,1159-WFSGR,16,3,No,None,No,Yes,No,No,No,No,No,Month-to-Month,No,"Bank Withdrawal",NAWT-IESTQ,45.54,728.64,0,No,No,No,20.4,321.4,0,1159-WFSGR,Stayed,No,NULL,NULL,1159-WFSGR,Female,59,No,Yes,2,91030,169,91030,"South Pasadena",34.1104,-118.157,23984
NAZY-FLUBY,2430-USGXP,24,1,Yes,"Fiber Optic",Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",NAZY-FLUBY,34.62,830.88,23,Yes,Yes,Yes,101.05,2391.8,0,2430-USGXP,Churned,Yes,Price,"Lack of affordable download/upload speed",2430-USGXP,Male,44,No,Yes,0,90670,127,90670,"Santa Fe Springs",33.9336,-118.063,16271
NBBB-ACNJV,1371-DWPAZ,10,2,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Yes,"Two Year",No,"Credit Card",NBBB-ACNJV,0,0,8,Yes,No,No,56.05,560.5,0,1371-DWPAZ,Stayed,No,NULL,NULL,1371-DWPAZ,Female,64,No,Yes,0,95569,1321,95569,Redcrest,40.3634,-123.835,400
NBWQ-XSZCV,2599-CIPQE,71,4,Yes,"Fiber Optic",No,Yes,No,Yes,Yes,Yes,Yes,"Two Year",No,"Credit Card",NBWQ-XSZCV,28.47,2021.37,57,Yes,Yes,Yes,109.3,7782.85,0,2599-CIPQE,Stayed,No,NULL,NULL,2599-CIPQE,Male,36,No,Yes,3,90220,66,90220,Compton,33.8815,-118.234,47305
NCAI-GSBAF,1624-NALOJ,5,0,Yes,"Fiber Optic",Yes,Yes,Yes,No,No,Yes,No,Month-to-Month,Yes,"Bank Withdrawal",NCAI-GSBAF,36.36,181.8,12,No,Yes,No,89.8,502.6,0,1624-NALOJ,Churned,NULL,Other,Moved,1624-NALOJ,Male,75,Yes,No,0,91605,237,91605,"North Hollywood",34.2073,-118.4,57146
NCDA-SFYWL,3249-VHRIP,62,0,Yes,Cable,Yes,No,No,No,No,Yes,Yes,"Two Year",Yes,"Credit Card",NCDA-SFYWL,0,0,30,No,Yes,Yes,43.6,2748.7,0,3249-VHRIP,Stayed,No,NULL,NULL,3249-VHRIP,Female,38,No,No,0,95629,1350,95629,Fiddletown,38.5135,-120.705,850
NCEB-EFJZR,0939-EREMR,13,0,Yes,Cable,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,"Credit Card",NCEB-EFJZR,25.33,329.29,27,No,No,No,53.45,718.1,26.37,0939-EREMR,Stayed,No,NULL,NULL,0939-EREMR,Female,40,No,No,1,95973,1504,95973,Chico,39.9033,-121.844,26971
NCFH-IFJSV,1498-DQNRX,29,0,No,None,No,Yes,No,No,No,No,No,Month-to-Month,No,"Mailed Check",NCFH-IFJSV,5.69,165.01,0,No,No,No,19.85,573.05,0,1498-DQNRX,Stayed,No,NULL,NULL,1498-DQNRX,Female,46,No,Yes,0,96137,1618,96137,Westwood,40.2715,-121.018,4158
NCPQ-HYDTP,1094-BKOSX,45,10,Yes,Cable,Yes,No,No,Yes,No,Yes,Yes,"One Year",No,"Bank Withdrawal",NCPQ-HYDTP,0,0,19,No,Yes,Yes,51,2264.5,0,1094-BKOSX,Stayed,No,NULL,NULL,1094-BKOSX,Female,52,No,Yes,2,96107,1594,96107,Coleville,38.4253,-119.476,1332
NDDC-NPLQF,1482-OXZSY,30,0,Yes,"Fiber Optic",Yes,Yes,Yes,No,Yes,No,No,Month-to-Month,Yes,"Bank Withdrawal",NDDC-NPLQF,17.26,517.8,19,Yes,Yes,Yes,100.4,2936.25,0,1482-OXZSY,Stayed,No,NULL,NULL,1482-OXZSY,Male,45,No,No,0,95019,1070,95019,Freedom,36.9362,-121.786,4753
NDPE-FZJWQ,1723-HKXJQ,42,0,Yes,"Fiber Optic",Yes,Yes,Yes,No,No,Yes,No,Month-to-Month,Yes,"Bank Withdrawal",NDPE-FZJWQ,18.79,789.18,16,Yes,Yes,Yes,101.75,4273.45,0,1723-HKXJQ,Churned,Yes,Other,"Don't know",1723-HKXJQ,Male,64,No,No,0,92120,368,92120,"San Diego",32.8079,-117.061,25569
NEDW-JUTZX,0023-XUOPT,13,1,Yes,"Fiber Optic",Yes,Yes,Yes,No,No,Yes,Yes,Month-to-Month,No,"Bank Withdrawal",NEDW-JUTZX,43.56,566.28,52,Yes,No,No,94.1,1215.6,0,0023-XUOPT,Churned,Yes,Other,"Don't know",0023-XUOPT,Female,26,No,Yes,0,96140,1619,96140,"Carnelian Bay",39.2274,-120.092,1943
NEPO-IRTKB,3551-GAEGL,34,0,Yes,DSL,Yes,No,No,No,Yes,No,No,"One Year",No,"Bank Withdrawal",NEPO-IRTKB,0,0,42,No,No,No,30.4,938.65,0,3551-GAEGL,Stayed,No,NULL,NULL,3551-GAEGL,Male,23,No,Yes,0,93644,799,93644,Oakhurst,37.6486,-119.231,8521
NEQK-KWLXO,2004-OCQXK,1,0,Yes,"Fiber Optic",Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,"Bank Withdrawal",NEQK-KWLXO,44.94,44.94,16,No,Yes,Yes,81.95,81.95,0,2004-OCQXK,Churned,Yes,Competitor,"Competitor had better devices",2004-OCQXK,Female,44,No,No,0,95348,1193,95348,Merced,37.4012,-120.514,23100
NEWI-CSMMC,2197-OMWGI,68,4,Yes,DSL,Yes,No,No,No,No,Yes,Yes,"Two Year",Yes,"Bank Withdrawal",NEWI-CSMMC,0,0,23,Yes,Yes,Yes,53,3656.25,0,2197-OMWGI,Stayed,No,NULL,NULL,2197-OMWGI,Female,65,Yes,Yes,1,90014,13,90014,"Los Angeles",34.0431,-118.252,3524
NFPN-NSAYD,1200-TUZHR,8,0,Yes,"Fiber Optic",Yes,Yes,Yes,No,No,No,No,"Two Year",No,"Bank Withdrawal",NFPN-NSAYD,44.63,357.04,29,No,Yes,No,85.2,695.75,0,1200-TUZHR,Stayed,No,NULL,NULL,1200-TUZHR,Female,70,Yes,No,0,93260,669,93260,Posey,35.8619,-118.637,266
NFVJ-WDPDG,0515-YPMCW,1,0,Yes,"Fiber Optic",No,Yes,No,No,No,No,No,Month-to-Month,Yes,"Credit Card",NFVJ-WDPDG,42.87,42.87,8,No,No,No,70.45,70.45,0,0515-YPMCW,Churned,Yes,Competitor,"Competitor had better devices",0515-YPMCW,Male,42,No,No,0,95116,1097,95116,"San Jose",37.3503,-121.853,51706
NFVR-NIMMP,1582-RAFML,1,0,Yes,Cable,Yes,Yes,Yes,Yes,No,Yes,No,Month-to-Month,No,"Mailed Check",NFVR-NIMMP,23.63,23.63,85,No,No,No,60.1,60.1,0,1582-RAFML,Churned,Yes,Competitor,"Competitor had better devices",1582-RAFML,Male,26,No,No,0,95821,1433,95821,Sacramento,38.6251,-121.384,35426
NGBF-SYBAE,0907-HQNTS,70,8,Yes,"Fiber Optic",Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",Yes,"Credit Card",NGBF-SYBAE,46.2,3234,14,Yes,Yes,No,113,7987.6,0,0907-HQNTS,Stayed,No,NULL,NULL,0907-HQNTS,Female,74,Yes,Yes,0,94565,969,94565,Pittsburg,38.006,-121.917,78816
NGNS-ZKCWT,4455-BFSPD,61,5,Yes,"Fiber Optic",Yes,Yes,Yes,Yes,No,No,No,"One Year",No,"Bank Withdrawal",NGNS-ZKCWT,36.13,2203.93,23,Yes,Yes,Yes,101.15,6383.9,0,4455-BFSPD,Stayed,No,NULL,NULL,4455-BFSPD,Female,35,No,Yes,0,92027,324,92027,Escondido,33.1413,-116.967,48690
NGOO-KXSYT,0277-ORXQS,66,9,Yes,Cable,No,No,No,Yes,No,No,No,"Two Year",No,"Bank Withdrawal",NGOO-KXSYT,0,0,23,Yes,Yes,Yes,50.55,3364.55,0,0277-ORXQS,Stayed,No,NULL,NULL,0277-ORXQS,Male,33,No,Yes,4,94108,895,94108,"San Francisco",37.792,-122.409,13723
NIMF-HZDCI,3920-HIHMQ,26,0,Yes,DSL,No,Yes,Yes,No,No,No,No,Month-to-Month,Yes,"Credit Card",NIMF-HZDCI,16.34,424.84,19,No,No,No,49.5,1265.65,0,3920-HIHMQ,Stayed,No,NULL,NULL,3920-HIHMQ,Female,53,No,No,1,95066,1089,95066,"Scotts Valley",37.0702,-122.01,14574
NJGM-TJSQO,2592-SEIFQ,3,0,Yes,DSL,Yes,No,No,No,No,No,No,Month-to-Month,No,"Bank Withdrawal",NJGM-TJSQO,0,0,18,No,No,No,24.75,66.95,0,2592-SEIFQ,Churned,Yes,Competitor,"Competitor offered higher download speeds",2592-SEIFQ,Male,36,No,No,0,94960,1050,94960,"San Anselmo",37.9927,-122.575,16849
NJJL-JLHGE,3567-PQTSO,53,7,Yes,"Fiber Optic",Yes,Yes,Yes,No,No,Yes,Yes,"One Year",Yes,"Bank Withdrawal",NJJL-JLHGE,3.78,200.34,27,Yes,Yes,Yes,105.25,5576.3,0,3567-PQTSO,Stayed,No,NULL,NULL,3567-PQTSO,Male,40,No,Yes,1,96048,1554,96048,"Junction City",40.9132,-123.066,734
NJXC-LMHHK,0329-GTIAJ,3,0,Yes,"Fiber Optic",Yes,Yes,No,Yes,No,Yes,No,Month-to-Month,Yes,"Bank Withdrawal",NJXC-LMHHK,30.18,90.54,7,Yes,Yes,Yes,97.9,315.3,0,0329-GTIAJ,Churned,Yes,Price,"Price too high",0329-GTIAJ,Female,40,No,No,0,92844,587,92844,"Garden Grove",33.7665,-117.97,23481
NKJJ-EXGVS,2373-NTKOD,8,0,Yes,Cable,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,"Bank Withdrawal",NKJJ-EXGVS,25.72,205.76,24,Yes,Yes,Yes,66.25,546.45,0,2373-NTKOD,Stayed,No,NULL,NULL,2373-NTKOD,Male,40,No,No,0,95670,1383,95670,"Rancho Cordova",38.6027,-121.28,49729
NKUG-NVQTL,3620-EHIMZ,52,3,No,None,No,Yes,No,No,No,No,No,"Two Year",No,"Credit Card",NKUG-NVQTL,9.87,513.24,0,No,No,No,19.35,1031.7,0,3620-EHIMZ,Stayed,No,NULL,NULL,3620-EHIMZ,Female,44,No,Yes,2,92584,515,92584,Menifee,33.6533,-117.178,14068
NKYR-AADGB,4189-NAKJS,26,0,Yes,Cable,Yes,Yes,Yes,No,No,No,No,"One Year",Yes,"Credit Card",NKYR-AADGB,24.67,641.42,59,No,No,No,51.55,1295.4,0,4189-NAKJS,Stayed,No,NULL,NULL,4189-NAKJS,Male,29,No,No,0,95247,1151,95247,Murphys,38.1479,-120.44,4353
NLEI-PGZDX,4359-INNWN,17,0,No,None,No,Yes,No,No,No,No,No,"One Year",No,"Credit Card",NLEI-PGZDX,3.84,65.28,0,No,No,No,20.05,337.9,43.68,4359-INNWN,Stayed,No,NULL,NULL,4359-INNWN,Female,63,No,No,0,96025,1539,96025,Dunsmuir,41.2127,-122.392,2602
NLIG-RTHJK,2348-KCJLT,44,8,Yes,Cable,No,Yes,No,No,Yes,Yes,Yes,"One Year",Yes,"Credit Card",NLIG-RTHJK,44.87,1974.28,20,No,No,No,61.5,2722.2,0,2348-KCJLT,Stayed,No,NULL,NULL,2348-KCJLT,Female,60,No,Yes,0,90720,139,90720,"Los Alamitos",33.795,-118.066,21343
NLLJ-LDWNW,4311-QTTAI,16,0,No,None,No,Yes,No,No,No,No,No,"One Year",No,"Credit Card",NLLJ-LDWNW,40.95,655.2,0,No,No,No,19.35,295.55,0,4311-QTTAI,Stayed,No,NULL,NULL,4311-QTTAI,Female,63,No,No,0,91411,226,91411,"Van Nuys",34.1785,-118.459,23646
NLPM-KPQWN,4097-YODCF,34,0,Yes,"Fiber Optic",Yes,Yes,Yes,No,Yes,Yes,No,"One Year",Yes,"Bank Withdrawal",NLPM-KPQWN,4.28,145.52,16,Yes,Yes,Yes,103.8,3470.8,0,4097-YODCF,Stayed,No,NULL,NULL,4097-YODCF,Male,35,No,No,1,92333,445,92333,Fawnskin,34.2748,-116.938,414
NMNE-KHOIG,4139-DETXS,72,0,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Yes,"Two Year",No,"Bank Withdrawal",NMNE-KHOIG,0,0,6,Yes,Yes,Yes,64.45,4528,0,4139-DETXS,Stayed,No,NULL,NULL,4139-DETXS,Female,53,No,Yes,0,92363,461,92363,Needles,34.7112,-114.702,5488
NMRB-TFPEF,3583-EKAPL,1,0,Yes,Cable,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,"Bank Withdrawal",NMRB-TFPEF,47.22,47.22,53,No,Yes,Yes,55,55,0,3583-EKAPL,Churned,Yes,Competitor,"Competitor had better devices",3583-EKAPL,Male,25,No,No,0,92373,466,92373,Redlands,34.0032,-117.138,31230
NNCK-DEYDQ,3904-UKFRE,4,0,Yes,"Fiber Optic",Yes,Yes,Yes,No,Yes,No,No,Month-to-Month,Yes,"Bank Withdrawal",NNCK-DEYDQ,44.16,176.64,82,No,No,No,80.1,336.15,0,3904-UKFRE,Stayed,No,NULL,NULL,3904-UKFRE,Male,27,No,No,0,95205,1125,95205,Stockton,37.9657,-121.26,34138
NNIN-LMAQQ,2188-SXWVT,34,0,Yes,DSL,Yes,Yes,No,No,Yes,Yes,No,"One Year",No,"Credit Card",NNIN-LMAQQ,43.17,1467.78,8,No,No,No,55,1885.15,0,2188-SXWVT,Stayed,No,NULL,NULL,2188-SXWVT,Female,31,No,No,0,96105,1592,96105,Chilcoot,39.873,-120.199,650
NNIY-VNWFZ,3261-CQXOL,71,0,No,None,No,Yes,Yes,No,No,No,No,"Two Year",No,"Bank Withdrawal",NNIY-VNWFZ,4.15,294.65,0,No,No,No,25.45,1813.35,0,3261-CQXOL,Stayed,No,NULL,NULL,3261-CQXOL,Female,33,No,Yes,2,94521,941,94521,Concord,37.9714,-121.972,39888
NNKV-MCZKN,3045-XETSH,10,0,Yes,"Fiber Optic",Yes,Yes,Yes,No,No,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",NNKV-MCZKN,43.26,432.6,21,No,Yes,Yes,94.85,953.45,0,3045-XETSH,Churned,Yes,Competitor,"Competitor offered more data",3045-XETSH,Female,34,No,No,0,93532,749,93532,"Lake Hughes",34.6596,-118.584,2771
NONC-YVLRN,0224-RLWWD,2,0,Yes,Cable,Yes,Yes,No,No,No,No,No,"One Year",Yes,"Bank Withdrawal",NONC-YVLRN,23.91,47.82,22,No,No,No,44.3,89.3,0,0224-RLWWD,Joined,No,NULL,NULL,0224-RLWWD,Female,73,Yes,No,0,92231,391,92231,Calexico,32.6907,-115.431,27804
NOTH-SKJVZ,3334-CTHOL,1,0,Yes,Cable,Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,"Bank Withdrawal",NOTH-SKJVZ,43.49,43.49,4,No,No,No,49.95,49.95,0,3334-CTHOL,Churned,Yes,Competitor,"Competitor had better devices",3334-CTHOL,Female,51,No,No,0,95642,1363,95642,Jackson,38.3362,-120.769,6202
NOTL-GCNDT,1930-QPBVZ,68,3,Yes,"Fiber Optic",Yes,Yes,No,Yes,Yes,Yes,No,"Two Year",No,"Bank Withdrawal",NOTL-GCNDT,9.29,631.72,18,No,Yes,Yes,95.1,6683.4,0,1930-QPBVZ,Stayed,No,NULL,NULL,1930-QPBVZ,Male,31,No,Yes,2,95454,1258,95454,Laytonville,39.8061,-123.531,2706
NPCU-XXOCZ,4123-FCVCB,12,0,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,"One Year",Yes,"Credit Card",NPCU-XXOCZ,49.25,591,47,Yes,Yes,Yes,75.85,854.45,0,4123-FCVCB,Stayed,No,NULL,NULL,4123-FCVCB,Female,23,No,No,0,92372,465,92372,"Pinon Hills",34.4593,-117.63,4280
NPOW-BULVC,2037-XJFUP,33,1,Yes,"Fiber Optic",No,Yes,No,No,No,No,Yes,"One Year",Yes,"Bank Withdrawal",NPOW-BULVC,41.8,1379.4,41,Yes,Yes,Yes,95.8,3036.75,0,2037-XJFUP,Churned,Yes,Competitor,"Competitor made better offer",2037-XJFUP,Male,24,No,Yes,0,92592,521,92592,Temecula,33.5073,-117.029,46171
NQNG-ZFPMW,3424-NMNBO,58,1,Yes,"Fiber Optic",Yes,Yes,Yes,No,Yes,Yes,Yes,"One Year",Yes,"Bank Withdrawal",NQNG-ZFPMW,49.38,2864.04,19,Yes,Yes,No,108.85,6287.25,0,3424-NMNBO,Churned,Yes,Competitor,"Competitor made better offer",3424-NMNBO,Male,78,Yes,Yes,0,92117,365,92117,"San Diego",32.8251,-117.199,51213
NSEF-ARDML,3668-QPYBK,2,0,Yes,DSL,Yes,Yes,No,No,Yes,Yes,No,Month-to-Month,Yes,"Credit Card",NSEF-ARDML,10.47,20.94,21,No,No,No,53.85,108.15,0,3668-QPYBK,Churned,Yes,Competitor,"Competitor made better offer",3668-QPYBK,Male,37,No,No,0,90003,3,90003,"Los Angeles",33.9641,-118.273,58198
NSGA-BQCVQ,2608-BHKFN,4,0,Yes,"Fiber Optic",Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,"Credit Card",NSGA-BQCVQ,12.58,50.32,19,No,No,No,70.05,266.9,0,2608-BHKFN,Churned,Yes,Competitor,"Competitor had better devices",2608-BHKFN,Female,46,No,No,0,94703,1010,94703,Berkeley,37.8638,-122.276,19763
NSHD-UHKRY,0872-NXJYS,9,0,Yes,"Fiber Optic",Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,"Bank Withdrawal",NSHD-UHKRY,45.41,408.69,23,No,Yes,Yes,79.55,723.4,0,0872-NXJYS,Churned,Yes,Competitor,"Competitor offered more data",0872-NXJYS,Female,40,No,No,0,90069,59,90069,"West Hollywood",34.0938,-118.381,20408
NTDC-XWWPD,0307-BCOPK,16,0,No,None,No,Yes,No,No,No,No,No,"One Year",No,"Credit Card",NTDC-XWWPD,41.51,664.16,0,No,No,No,19.05,326.65,0,0307-BCOPK,Stayed,No,NULL,NULL,0307-BCOPK,Female,62,No,No,0,94134,915,94134,"San Francisco",37.7211,-122.414,40137
NTEO-CNKAO,4318-RAJVY,10,0,No,None,No,Yes,No,No,No,No,No,"One Year",Yes,"Credit Card",NTEO-CNKAO,2.84,28.4,0,No,No,No,19.8,198.25,0,4318-RAJVY,Stayed,No,NULL,NULL,4318-RAJVY,Female,57,No,No,0,91436,228,91436,Encino,34.1529,-118.486,13129
NTTB-ARUFB,0447-BEMNG,48,3,Yes,Cable,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",NTTB-ARUFB,0,0,58,No,Yes,Yes,45.3,2145,0,0447-BEMNG,Churned,Yes,Price,"Price too high",0447-BEMNG,Female,28,No,Yes,0,92397,475,92397,Wrightwood,34.3583,-117.618,4253
NTZA-UXGML,0195-IESCP,10,1,Yes,"Fiber Optic",No,Yes,Yes,No,No,No,No,Month-to-Month,Yes,"Bank Withdrawal",NTZA-UXGML,2.02,20.2,82,No,Yes,Yes,85.25,855.3,0,0195-IESCP,Churned,Yes,Competitor,"Competitor offered more data",0195-IESCP,Male,26,No,Yes,0,93202,633,93202,Armona,36.316,-119.711,2872
NUMB-ZIOUW,2307-FYNNL,65,0,Yes,"Fiber Optic",Yes,Yes,Yes,Yes,Yes,No,Yes,"Two Year",Yes,"Bank Withdrawal",NUMB-ZIOUW,4.4,286,10,Yes,Yes,Yes,109.05,7108.2,34.67,2307-FYNNL,Stayed,No,NULL,NULL,2307-FYNNL,Male,67,Yes,No,0,90638,123,90638,"La Mirada",33.902,-118.009,47568
NXSM-JRMDO,2522-WLNSF,34,2,Yes,Cable,Yes,Yes,No,Yes,No,No,Yes,"One Year",No,"Bank Withdrawal",NXSM-JRMDO,12.33,419.22,23,Yes,No,No,64.2,2106.3,0,2522-WLNSF,Stayed,No,NULL,NULL,2522-WLNSF,Female,74,Yes,Yes,0,93441,716,93441,"Los Olivos",34.7043,-120.026,1317
NXWG-SSBQP,3345-PBBFH,8,6,Yes,DSL,Yes,Yes,No,No,No,Yes,No,Month-to-Month,Yes,"Bank Withdrawal",NXWG-SSBQP,2.38,19.04,53,No,No,No,49.55,393.45,0,3345-PBBFH,Stayed,No,NULL,NULL,3345-PBBFH,Male,24,No,Yes,0,93625,787,93625,Fowler,36.6258,-119.672,5635
NZCC-PIWJP,3727-OWVYD,35,0,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Yes,"One Year",No,"Mailed Check",NZCC-PIWJP,38.38,1343.3,82,No,No,No,61.2,2021.2,0,3727-OWVYD,Stayed,No,NULL,NULL,3727-OWVYD,Male,24,No,No,0,91906,290,91906,Campo,32.6735,-116.473,3133
NZDU-EYTRC,2252-NKNSI,52,0,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,"Two Year",Yes,"Credit Card",NZDU-EYTRC,32.02,1665.04,28,Yes,Yes,Yes,85.15,4461.85,0,2252-NKNSI,Stayed,No,NULL,NULL,2252-NKNSI,Male,63,No,No,0,93905,837,93905,Salinas,36.6678,-121.601,58548
NZOO-YTIKO,0292-WEGCH,54,7,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",NZOO-YTIKO,4.33,233.82,12,Yes,Yes,Yes,86.2,4524.05,0,0292-WEGCH,Stayed,No,NULL,NULL,0292-WEGCH,Female,40,No,Yes,2,92328,443,92328,"Death Valley",36.2769,-117.033,443
NZVQ-PNUSO,2796-UUZZO,63,9,Yes,"Fiber Optic",No,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,"Credit Card",NZVQ-PNUSO,18.88,1189.44,48,No,No,No,80.3,4896.35,0,2796-UUZZO,Stayed,No,NULL,NULL,2796-UUZZO,Male,30,No,Yes,2,96002,1520,96002,Redding,40.5278,-122.319,30338
NZVU-GQQLT,3137-NYQQI,17,2,Yes,DSL,Yes,Yes,No,No,Yes,Yes,No,"One Year",No,"Credit Card",NZVU-GQQLT,45.35,770.95,11,No,Yes,Yes,64.8,1175.6,0,3137-NYQQI,Stayed,No,NULL,NULL,3137-NYQQI,Male,32,No,Yes,0,93550,758,93550,Palmdale,34.5362,-118.083,67232
OBMO-AMZGJ,1432-FPAXX,29,0,Yes,DSL,Yes,No,No,No,No,Yes,No,Month-to-Month,Yes,"Bank Withdrawal",OBMO-AMZGJ,0,0,7,No,No,No,30.6,856.35,0,1432-FPAXX,Churned,Yes,Dissatisfaction,"Product dissatisfaction",1432-FPAXX,Female,53,No,No,0,95903,1455,95903,"Beale Afb",39.1253,-121.392,5654
OBVS-PQTXX,1945-XISKS,67,4,No,None,No,Yes,No,No,No,No,No,"Two Year",No,"Credit Card",OBVS-PQTXX,33.01,2211.67,0,No,No,No,19.65,1335.2,0,1945-XISKS,Stayed,No,NULL,NULL,1945-XISKS,Female,22,No,Yes,0,95370,1210,95370,Sonora,37.9827,-120.344,25340
OCBX-EPIAX,0365-TRTPY,37,0,Yes,"Fiber Optic",No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,No,"Bank Withdrawal",OCBX-EPIAX,11.73,434.01,30,No,No,No,91.2,3382.3,0,0365-TRTPY,Stayed,No,NULL,NULL,0365-TRTPY,Female,52,No,No,0,91724,248,91724,Covina,34.0811,-117.854,25068
